,index,rate,rest_type,cuisines,cost_for_two,name,online_order,book_table,votes,listed_in(type),location,price_range
24872,48348,4.0,Casual Dining,North Indian,700,Pind Balluchi,0,1,1025,Dine-out,Brigade Road,Premium
24873,48352,2.9,Cafe,Cafe,700,Cafe 22,0,0,12,Dine-out,Church Street,Premium
24874,48355,3.9,"Casual Dining, Bar",Mughlai,1300,Desi Deck,1,1,94,Dine-out,Brigade Road,Luxury
24875,48358,4.2,"Casual Dining, Bar",Thai,1500,White Plate,0,1,264,Dine-out,MG Road,Luxury
24876,48373,3.8,Casual Dining,Continental,1100,Bazaar- Zone By The Park,0,1,53,Dine-out,Infantry Road,Luxury
24877,48387,3.6,"Casual Dining, Bar",Andhra,800,Nandhini Paradise,0,1,279,Dine-out,St. Marks Road,Premium
24878,48408,2.3,Casual Dining,Chinese,650,Woody's,0,0,118,Dine-out,Richmond Road,Premium
24879,48414,3.9,Casual Dining,Pizza,800,Vinny's,1,0,218,Dine-out,Brigade Road,Premium
24880,48416,3.8,Cafe,Cafe,700,The Coffee Bean & Tea Leaf,1,0,263,Dine-out,MG Road,Premium
24881,48428,4.4,"Bakery, Cafe",Bakery,600,Glen's Bakehouse,1,0,1115,Dine-out,Lavelle Road,Mid
24882,48430,4.0,Quick Bites,South Indian,400,Airlines Hotel,1,0,872,Dine-out,Lavelle Road,Mid
24883,48431,4.4,Quick Bites,Kebab,250,Siddiqu Kabab Center,0,0,181,Dine-out,Richmond Road,Budget
24884,48432,4.4,Quick Bites,Burger,700,The Bundle Co.,1,0,232,Dine-out,MG Road,Premium
24885,48433,4.2,Quick Bites,North Indian,400,Khazana Food Paradise,0,0,366,Dine-out,Richmond Road,Mid
24886,48434,3.9,Quick Bites,Chinese,500,Mandarin Box,0,0,85,Dine-out,Church Street,Mid
24887,48436,4.1,Dessert Parlor,Desserts,300,99 Pancakes,1,0,48,Dine-out,Church Street,Budget
24888,48438,4.0,"Dessert Parlor, Cafe",Desserts,450,Lakeview Milkbar,0,0,1469,Dine-out,MG Road,Mid
24889,48439,3.9,Quick Bites,Mexican,600,Taco Bell,1,0,37,Dine-out,Brigade Road,Mid
24890,48440,4.1,Quick Bites,Healthy Food,300,eat.fit,1,1,121,Dine-out,Church Street,Budget
24891,48442,4.0,Quick Bites,Andhra,300,Kentacky Chicken Corner,0,0,109,Dine-out,Richmond Road,Budget
24892,48446,3.6,Quick Bites,South Indian,200,Chetty's Coffee,1,0,20,Dine-out,MG Road,Budget
24893,48448,3.8,Quick Bites,Burger,450,KFC,1,0,201,Dine-out,Brigade Road,Mid
24894,48451,3.6,"Bakery, Quick Bites",Bakery,300,Koshy's,0,0,55,Dine-out,Richmond Road,Budget
24895,48452,4.0,Quick Bites,Arabian,400,Hotel Fanoos,1,0,790,Dine-out,Richmond Road,Mid
24896,48459,3.2,Quick Bites,Seafood,350,Mathsya Darshini,0,0,58,Dine-out,Lavelle Road,Mid
24897,48460,4.1,Quick Bites,Tibetan,300,Taste Of Tibet,0,0,343,Dine-out,Brigade Road,Budget
24898,48462,3.9,Quick Bites,Burger,500,McDonald's,1,0,119,Dine-out,MG Road,Mid
24899,48465,3.6,"Food Court, Quick Bites",Tibetan,400,WOW! Momo,1,0,125,Dine-out,Brigade Road,Mid
24900,48474,2.8,Quick Bites,Healthy Food,500,Subway,0,0,64,Dine-out,Brigade Road,Mid
24901,48477,3.4,Quick Bites,Biryani,400,Donne Biriyani Mane,1,0,64,Dine-out,Church Street,Mid
24902,48478,3.5,Quick Bites,Fast Food,300,Hushy's Kitchen,1,0,59,Dine-out,Shanti Nagar,Budget
24903,48491,3.4,Quick Bites,Fast Food,400,Khan Saheb Grills and Rolls,1,0,25,Dine-out,Langford Town,Mid
24904,48492,3.0,Quick Bites,Fast Food,500,Chilli Chicken,1,0,8,Dine-out,Brigade Road,Mid
24905,48558,3.6,Food Court,Burger,600,Burger King,1,0,91,Dine-out,Brigade Road,Mid
24906,48559,3.1,Food Court,Rolls,250,Shawarma Inc,1,0,29,Dine-out,Brigade Road,Budget
24907,48562,4.6,"Pub, Cafe",North Indian,1300,Hammered,1,1,4841,Dine-out,Cunningham Road,Luxury
24908,48563,4.3,Fine Dining,American,2800,Caraway Kitchen - Conrad Bengaluru,0,1,166,Dine-out,Ulsoor,Ultra
24909,48564,4.2,Fine Dining,Italian,2500,Tiamo - Conrad Bengaluru,0,1,145,Dine-out,Ulsoor,Ultra
24910,48565,4.4,Casual Dining,North Indian,1600,Barbeque Nation,0,1,1086,Dine-out,Ulsoor,Luxury
24911,48566,4.1,Casual Dining,Andhra,1100,Eden Park,1,1,637,Dine-out,Cunningham Road,Luxury
24912,48567,4.5,Casual Dining,Italian,1300,Pasta Street,1,1,1648,Dine-out,Cunningham Road,Luxury
24913,48568,4.1,Casual Dining,South Indian,600,Samrat Restaurant,0,0,493,Dine-out,Race Course Road,Mid
24914,48570,4.0,Casual Dining,Kerala,1300,Ente Keralam,1,0,1106,Dine-out,Ulsoor,Luxury
24915,48572,4.3,"Cafe, Dessert Parlor",Cafe,750,Dolci Desserts,1,0,658,Dine-out,Cunningham Road,Premium
24916,48573,4.0,"Cafe, Dessert Parlor",Cafe,1100,The Culinarium,0,0,38,Dine-out,Vasanth Nagar,Luxury
24917,48575,4.2,Fine Dining,Japanese,3000,Mikusu - Conrad Bengaluru,0,1,83,Dine-out,Ulsoor,Ultra
24918,48576,4.3,Cafe,Cafe,750,Cafe Kaara,0,0,167,Dine-out,Ulsoor,Premium
24919,48577,4.1,Lounge,North Indian,1300,Skylit - Citrus Hotels,0,1,329,Dine-out,Cunningham Road,Luxury
24920,48579,3.9,Casual Dining,North Indian,500,Hamza,0,0,173,Dine-out,Shivajinagar,Mid
24921,48580,3.9,Casual Dining,European,2000,Slo' Food Co.2,0,1,50,Dine-out,Ulsoor,Luxury
24922,48581,4.2,Casual Dining,Chinese,600,Shezan,1,0,402,Dine-out,Cunningham Road,Mid
24923,48582,4.1,"Casual Dining, Bar",American,1200,The Grill House,1,1,774,Dine-out,Ulsoor,Luxury
24924,48583,4.2,"Casual Dining, Cafe",Continental,1000,Infinitea Tea Room & Tea Store,1,1,864,Dine-out,Cunningham Road,Premium
24925,48585,4.2,Cafe,Cafe,750,Mudpipe Cafe,1,0,745,Dine-out,Cunningham Road,Premium
24926,48587,4.0,"Casual Dining, Bar",North Indian,1300,Tiger Trail - Ramada Hotel,1,1,189,Dine-out,Shivajinagar,Luxury
24927,48588,4.0,Casual Dining,Biryani,750,Mani's Dum Biryani,1,0,180,Dine-out,Ulsoor,Premium
24928,48589,4.2,Casual Dining,Nepalese,800,Utse Kitchen,1,0,182,Dine-out,Commercial Street,Premium
24929,48591,4.0,Casual Dining,North Indian,850,Ramana's,1,1,380,Dine-out,Cunningham Road,Premium
24930,48594,3.4,Casual Dining,Chinese,600,Chung's Chinese Corner,1,0,207,Dine-out,Cunningham Road,Mid
24931,48595,4.1,Casual Dining,North Indian,750,Ta'aam,0,0,405,Dine-out,Cunningham Road,Premium
24932,48596,3.7,Casual Dining,Mughlai,700,Taj Hotel,1,0,111,Dine-out,Shivajinagar,Premium
24933,48598,3.8,Casual Dining,South Indian,500,Hotel Nisarga Grand,0,0,36,Dine-out,City Market,Mid
24934,48600,3.8,Quick Bites,South Indian,400,New Prashanth Naati Style,0,0,33,Dine-out,Cunningham Road,Mid
24935,48602,3.9,Quick Bites,North Indian,150,Amritsari Kulcha Bite,1,0,116,Dine-out,Ulsoor,Budget
24936,48603,3.7,Casual Dining,Chinese,900,Alampur Bar And Restaurant,0,0,45,Dine-out,Race Course Road,Premium
24937,48604,3.7,Quick Bites,North Indian,350,Al Noor,0,0,22,Dine-out,Shivajinagar,Mid
24938,48607,4.1,Fine Dining,North Indian,2800,Tijouri,0,1,77,Dine-out,Race Course Road,Ultra
24939,48608,4.0,Bar,Finger Food,1000,Head's Or Tail's,0,1,141,Dine-out,Wilson Garden,Premium
24940,48609,3.7,Quick Bites,North Indian,300,Indian Spice Food,1,0,33,Dine-out,Ulsoor,Budget
24941,48611,3.8,Quick Bites,North Indian,350,Sahana's (Nati Style),1,0,50,Dine-out,Wilson Garden,Mid
24942,48615,4.3,Quick Bites,South Indian,150,Lakshmi Natraja Refreshments,0,0,205,Dine-out,Majestic,Budget
24943,48617,3.8,Quick Bites,South Indian,200,Hatti Kaapi,1,0,33,Dine-out,Ulsoor,Budget
24944,48618,4.5,Quick Bites,South Indian,200,Chikkanna Tiffin Room,0,0,207,Dine-out,City Market,Budget
24945,48622,3.4,Casual Dining,Continental,600,Swasthaa,0,0,7,Dine-out,Sanjay Nagar,Mid
24946,48627,4.1,"Quick Bites, Beverage Shop",Fast Food,350,Haji Ali Juice Centre,1,0,80,Dine-out,Commercial Street,Mid
24947,48628,3.7,Mess,Andhra,300,Srinivasa Mess,1,0,35,Dine-out,Wilson Garden,Budget
24948,48631,3.3,Quick Bites,North Indian,350,Shahi Family Restaurant,1,0,89,Dine-out,Ulsoor,Mid
24949,48634,3.7,Quick Bites,Biryani,250,Chickpet Donne Biryani House,1,0,51,Dine-out,Commercial Street,Budget
24950,48635,3.5,Quick Bites,Fast Food,200,Five Star Chicken,1,0,11,Dine-out,Wilson Garden,Budget
24951,48650,3.9,Casual Dining,North Indian,450,3 Spice,1,0,157,Dine-out,Wilson Garden,Mid
24952,48659,3.6,Quick Bites,South Indian,250,Shilpa Veg,0,0,38,Dine-out,Shivajinagar,Budget
24953,48675,3.1,Casual Dining,North Indian,450,New Kohinoor Hotel,0,0,11,Dine-out,Commercial Street,Mid
24954,48694,3.8,Quick Bites,South Indian,150,Bharathi Refreshments,0,0,52,Dine-out,Wilson Garden,Budget
24955,48701,3.1,Quick Bites,Kerala,300,Malabar Kitchen,1,0,5,Dine-out,Commercial Street,Budget
24956,48708,3.2,Quick Bites,Biryani,200,Ambur Star Dum Biriyani,0,0,4,Dine-out,Wilson Garden,Budget
24957,48739,3.3,Quick Bites,Biryani,300,Ambur Star Dum Biriyani,0,0,5,Dine-out,Wilson Garden,Budget
24958,48750,3.6,Quick Bites,South Indian,200,MDP Coffee House,0,0,15,Dine-out,Commercial Street,Budget
24959,48753,3.4,Quick Bites,Biryani,300,Donne Biryani Mane,1,0,8,Dine-out,Wilson Garden,Budget
24960,48759,4.3,"Microbrewery, Casual Dining",Modern Indian,2000,Alchemy - The Chancery Pavilion,0,1,502,Drinks & nightlife,Residency Road,Luxury
24961,48760,4.4,Lounge,Asian,1700,The 13th Floor,0,1,4616,Drinks & nightlife,MG Road,Luxury
24962,48761,4.4,"Microbrewery, Casual Dining",Asian,1500,ShakesBierre,0,1,409,Drinks & nightlife,Brigade Road,Luxury
24963,48762,4.6,"Microbrewery, Casual Dining",Continental,1500,Communiti,0,0,4048,Drinks & nightlife,Residency Road,Luxury
24964,48763,4.3,"Microbrewery, Lounge",Continental,1700,Bangalore Brew Works,0,1,2240,Drinks & nightlife,Residency Road,Luxury
24965,48764,4.4,"Bar, Casual Dining",Asian,1200,Sotally Tober,0,1,232,Drinks & nightlife,Residency Road,Luxury
24966,48766,4.1,Pub,Continental,1000,Amber Rush Restobar,0,1,104,Drinks & nightlife,Residency Road,Premium
24967,48767,4.0,Bar,North Indian,1000,Chin Lung Resto Bar,0,0,521,Drinks & nightlife,Residency Road,Premium
24968,48771,3.6,Bar,North Indian,800,Page 3 Multicuisine Restaurant & Bar,0,0,14,Drinks & nightlife,Residency Road,Premium
24969,48773,4.2,Lounge,Continental,2500,Skyye,0,1,3140,Drinks & nightlife,Lavelle Road,Ultra
24970,48774,4.4,Fine Dining,Asian,3000,KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,0,1,895,Drinks & nightlife,Lavelle Road,Ultra
24971,48775,4.4,"Fine Dining, Lounge",Japanese,3000,Shiro,1,1,2247,Drinks & nightlife,Lavelle Road,Ultra
24972,48776,4.5,"Casual Dining, Bar",South Indian,1500,The Permit Room,0,0,1611,Drinks & nightlife,Brigade Road,Luxury
24973,48778,4.1,Club,Chinese,2000,NoLimmits Lounge and Club,1,1,2181,Drinks & nightlife,Brigade Road,Luxury
24974,48779,4.4,"Casual Dining, Microbrewery",Modern Indian,1500,Farzi Cafe,0,0,2435,Drinks & nightlife,Lavelle Road,Luxury
24975,48780,4.5,"Casual Dining, Bar",American,2500,Hard Rock Cafe,0,1,5294,Drinks & nightlife,St. Marks Road,Ultra
24976,48781,4.5,"Casual Dining, Bar",Asian,1700,MISU,1,1,1260,Drinks & nightlife,St. Marks Road,Luxury
24977,48782,4.4,"Casual Dining, Bar",Healthy Food,1200,Fava,0,1,2055,Drinks & nightlife,Lavelle Road,Luxury
24978,48783,4.4,"Casual Dining, Irani Cafee",Parsi,1300,Soda Bottle Opener Wala,1,1,3730,Drinks & nightlife,Lavelle Road,Luxury
24979,48784,4.2,"Pub, Casual Dining",Continental,1300,The Bar Stock Exchange,0,0,651,Drinks & nightlife,St. Marks Road,Luxury
24980,48785,4.3,"Pub, Microbrewery",Continental,1700,The Biere Club,1,1,3498,Drinks & nightlife,Lavelle Road,Luxury
24981,48786,4.2,"Pub, Casual Dining",Continental,1500,SkyDeck By Sherlock's,0,1,1476,Drinks & nightlife,MG Road,Luxury
24982,48787,4.3,Lounge,Mexican,1500,Sanchez,0,0,1052,Drinks & nightlife,Lavelle Road,Luxury
24983,48788,4.3,"Casual Dining, Bar",Asian,2500,1Q1,0,1,612,Drinks & nightlife,Infantry Road,Ultra
24984,48789,4.4,"Bar, Casual Dining",Modern Indian,1900,RockSalt,1,1,504,Drinks & nightlife,St. Marks Road,Luxury
24985,48790,4.3,"Bar, Casual Dining",Continental,1300,Double Decker,0,1,2749,Drinks & nightlife,Brigade Road,Luxury
24986,48791,4.3,Lounge,Continental,1300,Hoppipola,0,0,1749,Drinks & nightlife,Church Street,Luxury
24987,48792,4.4,"Casual Dining, Bar",North Indian,1000,Tree Tops Bar & Kitchen,0,1,152,Drinks & nightlife,Lavelle Road,Premium
24988,48793,4.2,Pub,American,1500,The Barn - Bar & Kitchen,0,1,265,Drinks & nightlife,Brigade Road,Luxury
24989,48794,4.3,"Bar, Casual Dining",Finger Food,1100,Easy Tiger,0,0,2286,Drinks & nightlife,Church Street,Luxury
24990,48795,4.3,"Bar, Casual Dining",Mediterranean,1200,Capri Gastrobar,0,1,301,Drinks & nightlife,St. Marks Road,Luxury
24991,48796,4.2,"Pub, Casual Dining",Continental,1000,Bangalore Pub Exchange,0,1,228,Drinks & nightlife,MG Road,Premium
24992,48797,4.2,"Casual Dining, Bar",European,1400,The Open Box,1,1,2292,Drinks & nightlife,St. Marks Road,Luxury
24993,48798,4.2,Pub,Continental,1100,Russh Gastropub,0,0,1359,Drinks & nightlife,Church Street,Luxury
24994,48799,4.0,"Casual Dining, Bar",American,1000,20 Feet High,1,1,941,Drinks & nightlife,Church Street,Premium
24995,48800,4.2,"Bar, Casual Dining",Finger Food,1600,Laughing Llama Gastropub,1,1,416,Drinks & nightlife,Brigade Road,Luxury
24996,48801,3.9,"Casual Dining, Bar",South Indian,1200,Coconut Grove,0,1,685,Drinks & nightlife,Church Street,Luxury
24997,48802,4.2,"Casual Dining, Pub",American,1200,Plan B,0,0,2034,Drinks & nightlife,Shanti Nagar,Luxury
24998,48803,4.2,"Casual Dining, Pub",North Indian,1500,Smaaash,0,1,551,Drinks & nightlife,MG Road,Luxury
24999,48804,4.1,"Pub, Casual Dining",Finger Food,1100,Pecos Classic,0,1,559,Drinks & nightlife,Brigade Road,Luxury
25000,48807,4.1,Bar,Continental,2000,Le Rock,1,0,1221,Drinks & nightlife,Brigade Road,Luxury
25001,48809,4.1,Pub,Continental,1200,Bootlegger,0,0,1546,Drinks & nightlife,Lavelle Road,Luxury
25002,48810,4.1,Club,Continental,2800,Ice - Taj MG Road Bengaluru,0,1,612,Drinks & nightlife,MG Road,Ultra
25003,48811,3.8,Lounge,North Indian,3000,i-Bar - The Park Bangalore,0,0,625,Drinks & nightlife,MG Road,Ultra
25004,48812,2.0,Lounge,Finger Food,1500,Fusion Lounge,0,0,402,Drinks & nightlife,Brigade Road,Luxury
25005,48813,4.0,Pub,Finger Food,1100,Chugg,0,1,752,Drinks & nightlife,Church Street,Luxury
25006,48815,2.6,Pub,North Indian,1000,WYT RestroPub,0,0,409,Drinks & nightlife,MG Road,Premium
25007,48821,4.2,"Casual Dining, Bar",Thai,1500,White Plate,0,1,264,Drinks & nightlife,MG Road,Luxury
25008,48827,4.7,"Pub, Cafe",North Indian,1300,Hammered,1,1,4845,Drinks & nightlife,Cunningham Road,Luxury
25009,48828,4.1,Lounge,North Indian,1300,Skylit - Citrus Hotels,0,1,329,Drinks & nightlife,Cunningham Road,Luxury
25010,48829,4.0,Bar,Finger Food,1000,Head's Or Tail's,0,1,140,Drinks & nightlife,Wilson Garden,Premium
25011,48835,3.6,Cafe,Cafe,800,Tea and Wine Lounge,0,0,12,Drinks & nightlife,Race Course Road,Premium
25012,48836,4.4,"Microbrewery, Casual Dining",Finger Food,1500,La Casa Brewery And Kitchen,1,1,1476,Buffet,Sarjapur Road,Luxury
25013,48837,4.1,Casual Dining,Asian,2000,MoMo Cafe - Courtyard by Marriott,0,1,282,Buffet,Bellandur,Luxury
25014,48838,4.3,"Casual Dining, Bar",Seafood,1400,The Fisherman's Wharf,1,1,4139,Buffet,Sarjapur Road,Luxury
25015,48839,4.7,Casual Dining,European,1600,AB's - Absolute Barbecues,0,1,1018,Buffet,Sarjapur Road,Luxury
25016,48840,4.2,Casual Dining,Asian,1300,The Hidden Home,1,1,1060,Buffet,Sarjapur Road,Luxury
25017,48841,4.5,"Bar, Casual Dining",Goan,1800,Opus Food Stories,0,1,200,Buffet,Sarjapur Road,Luxury
25018,48842,3.9,Casual Dining,North Indian,1100,Village - The Soul of India,0,0,1228,Buffet,Sarjapur Road,Luxury
25019,48843,4.3,Casual Dining,Italian,1500,Little Italy,1,1,733,Buffet,Sarjapur Road,Luxury
25020,48844,4.0,Pub,Continental,1500,Xtreme Sports Bar,1,1,977,Buffet,Sarjapur Road,Luxury
25021,48845,4.2,Casual Dining,Rajasthani,500,RRoyal Rajasthan,1,0,774,Buffet,Sarjapur Road,Mid
25022,48848,4.0,Casual Dining,North Indian,1000,Ruh,0,1,3056,Buffet,Bellandur,Premium
25023,48849,4.4,"Bar, Casual Dining",North Indian,1400,Tipsy Bull - The Bar Exchange,1,1,2232,Buffet,Bellandur,Luxury
25024,48850,3.9,Casual Dining,North Indian,1500,Kava - Fairfield by Marriott,0,1,291,Buffet,Bellandur,Luxury
25025,48851,4.0,Casual Dining,North Indian,1200,Chaarcoal,1,0,468,Buffet,Bellandur,Luxury
25026,48852,4.3,Fine Dining,Continental,2500,The Square - Novotel,0,1,766,Buffet,Marathahalli,Ultra
25027,48853,3.9,Bar,Biryani,1500,Sharaab Factory,1,1,406,Buffet,Bellandur,Luxury
25028,48854,3.6,Lounge,North Indian,1500,Skylit - Citrus Hotels,0,1,259,Buffet,Bellandur,Luxury
25029,48855,4.1,"Casual Dining, Bar",North Indian,1100,Punjabi Times,1,1,1696,Buffet,Bellandur,Luxury
25030,48858,2.8,Food Court,Continental,1000,Monsoon,0,0,12,Buffet,Bellandur,Premium
25031,48862,4.3,"Dessert Parlor, Cafe",Ice Cream,500,Stoner,1,0,591,Cafes,Sarjapur Road,Mid
25032,48863,4.3,Quick Bites,Fast Food,600,Zoey's,1,0,901,Cafes,Sarjapur Road,Mid
25033,48864,4.3,Cafe,Cafe,800,Eating Love,1,0,160,Cafes,Sarjapur Road,Premium
25034,48865,3.9,"Cafe, Dessert Parlor",Cafe,600,Creamvilla,1,0,66,Cafes,Sarjapur Road,Mid
25035,48866,4.0,Cafe,Cafe,500,Mighty Paws,1,0,138,Cafes,Sarjapur Road,Mid
25036,48868,4.0,Cafe,Cafe,200,Chaai Resto,1,0,34,Cafes,Sarjapur Road,Budget
25037,48869,4.0,Cafe,Cafe,700,Ella's Petscape Cafe,0,0,19,Cafes,Sarjapur Road,Premium
25038,48870,3.6,Cafe,Cafe,600,Sintales,1,0,44,Cafes,Sarjapur Road,Mid
25039,48871,4.2,Cafe,Cafe,800,Cafe At The Atelier,1,0,510,Cafes,Sarjapur Road,Premium
25040,48872,3.1,Cafe,Cafe,900,Cafe Coffee Day,1,0,13,Cafes,Sarjapur Road,Premium
25041,48877,3.8,"Cafe, Quick Bites",North Indian,500,Story Time,0,0,19,Cafes,Bellandur,Mid
25042,48878,4.0,Cafe,Cafe,400,The Salad Studio,1,0,109,Cafes,Bellandur,Mid
25043,48880,3.8,Cafe,Cafe,650,Mont Blanc Cafe,1,0,37,Cafes,Bellandur,Premium
25044,48881,3.6,"Bakery, Quick Bites",Bakery,600,Chef Baker's,1,0,136,Cafes,Bellandur,Mid
25045,48882,3.9,Quick Bites,Cafe,200,Imperio Cafe,0,0,23,Cafes,Whitefield,Budget
25046,48884,3.9,Cafe,Cafe,700,Starbucks,0,0,39,Cafes,Bellandur,Premium
25047,48885,3.9,Cafe,Cafe,400,Puro Gusto,0,0,26,Cafes,Bellandur,Mid
25048,48886,3.4,"Beverage Shop, Cafe",Tea,400,Tata Cha,1,0,36,Cafes,Bellandur,Mid
25049,48887,3.0,Cafe,Cafe,500,Tea Totallers,1,0,19,Cafes,Bellandur,Mid
25050,48889,3.7,Cafe,Fast Food,400,Cuppa,0,0,33,Cafes,Bellandur,Mid
25051,48890,3.0,Cafe,Cafe,500,Costa Coffee,0,0,6,Cafes,Bellandur,Mid
25052,48891,4.0,Cafe,Cafe,1000,Cafe Thulp,1,1,348,Cafes,Bellandur,Premium
25053,48892,3.5,Quick Bites,Fast Food,200,Chai Resto,0,0,7,Cafes,Bellandur,Budget
25054,48894,4.4,Delivery,Healthy Food,500,eat.fit,1,0,650,Delivery,Bellandur,Mid
25055,48895,3.4,Quick Bites,North Indian,400,Sher-E-Punjab,1,0,425,Delivery,Marathahalli,Mid
25056,48896,3.9,Casual Dining,North Indian,650,Blue Berry Restaurant,1,0,150,Delivery,Bellandur,Premium
25057,48897,4.2,"Takeaway, Delivery",North Indian,500,BOX8- Desi Meals,1,0,170,Delivery,Bellandur,Mid
25058,48898,3.3,Delivery,Continental,450,FreshMenu,1,0,120,Delivery,East Bangalore,Mid
25059,48899,3.8,Quick Bites,South Indian,200,Udupi Ruchi,1,0,244,Delivery,Bellandur,Budget
25060,48900,2.9,Quick Bites,North Indian,450,Rangla Punjab,1,0,321,Delivery,Bellandur,Mid
25061,48901,4.3,Delivery,North Indian,400,nu.tree,1,0,300,Delivery,Sarjapur Road,Mid
25062,48902,3.8,Quick Bites,Bengali,300,Best Of Bengal,1,0,234,Delivery,Marathahalli,Budget
25063,48903,3.5,Quick Bites,Kerala,350,Kerala Panoor Restaurant,1,0,142,Delivery,Bellandur,Mid
25064,48904,3.0,Quick Bites,North Indian,200,Pet Full @ 99,1,0,20,Delivery,Sarjapur Road,Budget
25065,48905,2.9,Quick Bites,North Indian,400,Punjabi Dawat,1,0,254,Delivery,Bellandur,Mid
25066,48906,3.9,Quick Bites,Burger,500,Burger King,1,0,79,Delivery,Sarjapur Road,Mid
25067,48907,3.8,Mess,Kerala,300,Kerala Mess Upahar,1,0,126,Delivery,Bellandur,Budget
25068,48910,4.0,Quick Bites,North Indian,500,Punjabi Nukkad Pure Veg,1,0,795,Delivery,HSR,Mid
25069,48911,3.6,Quick Bites,Rolls,200,Kolkata Rolls & Fast food,1,0,52,Delivery,HSR,Budget
25070,48912,3.9,Casual Dining,North Indian,500,Murli,1,0,1246,Delivery,Bellandur,Mid
25071,48914,3.5,Quick Bites,North Indian,300,Bangalore Agarwal Bhavan,1,0,22,Delivery,Sarjapur Road,Budget
25072,48915,4.1,Sweet Shop,Mithai,400,Kanti Sweets,1,0,163,Delivery,Bellandur,Mid
25073,48916,3.6,Quick Bites,North Indian,400,Fun Kitchen,1,0,103,Delivery,HSR,Mid
25074,48917,3.8,Quick Bites,Chinese,400,Udupi Bhavan,1,0,184,Delivery,HSR,Mid
25075,48918,3.4,Quick Bites,Biryani,600,Hyderabadi Biryani Hub,1,0,52,Delivery,Sarjapur Road,Mid
25076,48919,3.5,Quick Bites,North Indian,400,Blueberry Restaurant,1,0,48,Delivery,Bellandur,Mid
25077,48920,4.0,Quick Bites,South Indian,300,Udupi Aatithya,1,0,90,Delivery,Bellandur,Budget
25078,48921,3.3,Quick Bites,Pizza,300,NY Pizza And Waffles,1,0,15,Delivery,Sarjapur Road,Budget
25079,48922,3.1,Quick Bites,North Indian,500,Punjabi Khana,1,0,12,Delivery,Bellandur,Mid
25080,48923,4.1,"Takeaway, Delivery",Pizza,600,Mojo Pizza - 2X Toppings,1,0,167,Delivery,Bellandur,Mid
25081,48924,4.0,"Beverage Shop, Quick Bites",Fast Food,250,Chai Point,1,0,323,Delivery,HSR,Budget
25082,48925,3.8,Quick Bites,South Indian,400,Sai Santhi Cafe,1,0,71,Delivery,Marathahalli,Mid
25083,48926,3.5,Quick Bites,South Indian,200,Sri Vishnu Veg,1,0,15,Delivery,Marathahalli,Budget
25084,48927,3.4,Casual Dining,Biryani,450,Hyderabadi Bawarchi Biriyani,1,0,4,Delivery,Bellandur,Mid
25085,48928,3.1,Quick Bites,Biryani,300,Donne Biriyani House,1,0,129,Delivery,Sarjapur Road,Budget
25086,48929,4.0,Delivery,Biryani,650,Potful,1,0,856,Delivery,Sarjapur Road,Premium
25087,48930,3.4,"Bakery, Quick Bites",Bakery,400,Just Bake,1,0,15,Delivery,Sarjapur Road,Mid
25088,48931,3.2,Quick Bites,Burger,450,KFC,1,0,393,Delivery,Sarjapur Road,Mid
25089,48932,3.6,Casual Dining,Seafood,600,Thalassery Restaurant,1,0,710,Delivery,Bellandur,Mid
25090,48933,3.8,Casual Dining,South Indian,400,Sri Vishnu Grand,1,0,137,Delivery,Sarjapur Road,Mid
25091,48935,3.9,Casual Dining,North Indian,950,Bathinda Dine,1,0,266,Delivery,Bellandur,Premium
25092,48936,4.0,Delivery,Biryani,650,Behrouz Biryani,1,0,365,Delivery,Sarjapur Road,Premium
25093,48937,3.3,Quick Bites,Fast Food,200,Five Star Chicken,1,0,55,Delivery,Sarjapur Road,Budget
25094,48938,3.7,Quick Bites,North Indian,400,Sri Krishna Kitchen,1,0,25,Delivery,Bellandur,Mid
25095,48939,3.9,"Bakery, Dessert Parlor",Bakery,500,Cake Town Cafe,1,0,78,Delivery,Bellandur,Mid
25096,48940,3.9,Quick Bites,Kerala,200,Kairali Restaurant,1,0,101,Delivery,Bellandur,Budget
25097,48941,3.6,Quick Bites,South Indian,150,Basaveshwara Khanavali,1,0,12,Delivery,Sarjapur Road,Budget
25098,48942,4.0,Dessert Parlor,Desserts,400,Polar Bear,1,0,88,Delivery,Sarjapur Road,Mid
25099,48943,3.9,Quick Bites,South Indian,200,Atithi Sambrama,1,0,72,Delivery,Sarjapur Road,Budget
25100,48944,3.9,Beverage Shop,Beverages,200,Lassi Shop,1,0,155,Delivery,Bellandur,Budget
25101,48945,3.1,Quick Bites,Rajasthani,300,Marwari Basa,1,0,27,Delivery,Bellandur,Budget
25102,48946,2.9,Quick Bites,North Indian,300,Indori Zaika,1,0,107,Delivery,HSR,Budget
25103,48947,4.0,Quick Bites,North Indian,200,Homelicious Food,1,0,63,Delivery,Bellandur,Budget
25104,48948,4.3,Delivery,American,600,The Nosh House,1,0,229,Delivery,Sarjapur Road,Mid
25105,48949,3.8,Bakery,Bakery,500,Warm Oven,1,0,69,Delivery,Marathahalli,Mid
25106,48950,3.5,Quick Bites,Fast Food,350,Husband's Kitchen,1,0,112,Delivery,Sarjapur Road,Mid
